3.400000e-01	8.021541e+06	2.832233e+03
3.440000e-01	7.955669e+06	2.820580e+03
3.480000e-01	7.892860e+06	2.809424e+03
3.520000e-01	7.841840e+06	2.800328e+03
3.560000e-01	7.824972e+06	2.797315e+03
3.600000e-01	7.819994e+06	2.796425e+03
3.640000e-01	7.760712e+06	2.785805e+03
3.680000e-01	7.800012e+06	2.792850e+03
3.720000e-01	7.832984e+06	2.798747e+03
3.760000e-01	7.851720e+06	2.802092e+03
3.800000e-01	7.896686e+06	2.810104e+03
3.840000e-01	7.812924e+06	2.795161e+03
3.880000e-01	7.971600e+06	2.823402e+03
3.920000e-01	7.969517e+06	2.823033e+03
3.960000e-01	7.849218e+06	2.801646e+03
4.000000e-01	7.788684e+06	2.790821e+03
4.040000e-01	7.709770e+06	2.776647e+03
4.080000e-01	7.716946e+06	2.777939e+03
4.120000e-01	7.631542e+06	2.762525e+03
4.160000e-01	7.579110e+06	2.753018e+03
4.200000e-01	7.414420e+06	2.722943e+03
4.240000e-01	7.323958e+06	2.706281e+03
4.280000e-01	7.211473e+06	2.685419e+03
4.320000e-01	7.361314e+06	2.713174e+03
4.360000e-01	7.317699e+06	2.705125e+03
4.400000e-01	7.304574e+06	2.702698e+03
4.440000e-01	7.235552e+06	2.689898e+03
4.480000e-01	7.153586e+06	2.674619e+03
4.520000e-01	6.850926e+06	2.617427e+03
4.560000e-01	6.345338e+06	2.518995e+03
4.600000e-01	5.810408e+06	2.410479e+03
4.640000e-01	5.276677e+06	2.297102e+03
4.680000e-01	4.780835e+06	2.186512e+03
4.720000e-01	4.266830e+06	2.065631e+03
4.760000e-01	3.801870e+06	1.949838e+03
4.800000e-01	3.383121e+06	1.839326e+03
4.840000e-01	3.018535e+06	1.737393e+03
4.880000e-01	2.699931e+06	1.643147e+03
4.920000e-01	2.420015e+06	1.555640e+03
4.960000e-01	2.176482e+06	1.475290e+03
5.000000e-01	1.962768e+06	1.400988e+03
5.040000e-01	1.776773e+06	1.332956e+03
